id, time_ms, address, rssi, average
371, 1439, 65:02, -98, -90
372, 3320, xx:xx, -120, -98
373, 1014, 65:02, -88, -98
374, 1424, 65:02, -96, -100
375, 488, 65:02, -85, -97
376, 1434, 65:02, -99, -92
377, 959, 65:02, -97, -94
378, 2400, 65:02, -94, -93
379, 1436, 65:02, -92, -95
380, 1933, 65:02, -97, -95
381, 475, 65:02, -75, -89
382, 491, 65:02, -81, -86
383, 461, 65:02, -86, -84
384, 958, 65:02, -85, -81
385, 969, 65:02, -81, -83
386, 477, 65:02, -68, -80
387, 478, 65:02, -70, -76
388, 487, 65:02, -54, -68
389, 963, 65:02, -65, -64
390, 467, 65:02, -53, -60
391, 496, 65:02, -54, -56
392, 483, 65:02, -54, -56
393, 460, 65:02, -61, -55
394, 960, 65:02, -49, -54
395, 482, 65:02, -58, -55
396, 968, 65:02, -52, -55
397, 473, 65:02, -54, -53
398, 965, 65:02, -48, -53
399, 476, 65:02, -57, -52
400, 490, 65:02, -56, -53
401, 953, 65:02, -46, -51
402, 478, 65:02, -57, -54
403, 474, 65:02, -51, -52
404, 489, 65:02, -57, -52
405, 489, 65:02, -59, -56
406, 475, 65:02, -59, -56
407, 476, 65:02, -51, -56
408, 481, 65:02, -58, -56
409, 959, 65:02, -51, -54
410, 472, 65:02, -48, -52
411, 482, 65:02, -48, -51
412, 499, 65:02, -48, -48
413, 471, 65:02, -61, -51
414, 476, 65:02, -61, -54
415, 478, 65:02, -50, -55
416, 1445, 65:02, -64, -59
417, 951, 65:02, -52, -56
418, 478, 65:02, -52, -54
419, 527, 65:02, -54, -55
420, 445, 65:02, -66, -56
421, 472, 65:02, -58, -57
422, 2408, 65:02, -53, -57
423, 475, 65:02, -53, -57
424, 473, 65:02, -53, -54
425, 491, 65:02, -52, -52
426, 471, 65:02, -47, -51
427, 961, 65:02, -51, -50
428, 484, 65:02, -67, -54
429, 478, 65:02, -57, -55
430, 487, 65:02, -65, -60
431, 475, 65:02, -67, -64
432, 955, 65:02, -53, -60
433, 481, 65:02, -63, -62
434, 481, 65:02, -64, -61
435, 484, 65:02, -56, -59
436, 1436, 65:02, -58, -60
437, 481, 65:02, -54, -58
438, 478, 65:02, -58, -56
439, 481, 65:02, -56, -56
440, 483, 65:02, -57, -56
441, 482, 65:02, -54, -56
442, 472, 65:02, -45, -53
