   id, time,  addr, rssi,  ave, lane
  631,  506, 65:02,  -70,  -70,    0
  632,  453, 65:02,  -69,  -69,    0
  633,  494, 65:02,  -70,  -69,    0
  634,  508, 65:02,  -69,  -69,    0
  635,  439, 65:02,  -69,  -69,    0
  636,  964, 65:02,  -70,  -69,    0
  637,  471, 65:02,  -71,  -70,    0
  638,  482, 65:02,  -70,  -70,    0
  639,  510, 65:02,  -70,  -70,    0
  640,  455, 65:02,  -70,  -70,    0
  641,  490, 65:02,  -71,  -70,    0
  642,  468, 65:02,  -71,  -71,    0
  643,  480, 65:02,  -71,  -71,    0
  644,  480, 65:02,  -71,  -71,    0
  645,  484, 65:02,  -70,  -70,    0
  646,  954, 65:02,  -70,  -70,    0
  647,  995, 65:02,  -71,  -70,    0
  648,  441, 65:02,  -69,  -70,    0
  649,  511, 65:02,  -70,  -69,    0
  650,  448, 65:02,  -71,  -70,    0
  651,  481, 65:02,  -70,  -70,    0
  652,  486, 65:02,  -70,  -70,    0
  653,  499, 65:02,  -70,  -70,    0
  654,  494, 65:02,  -69,  -69,    0
  655,  447, 65:02,  -70,  -69,    0
  656,  518, 65:02,  -71,  -70,    0
  657,  439, 65:02,  -69,  -70,    0
  658,  958, 65:02,  -61,  -65,    0
  659,  479, 65:02,  -70,  -65,    0
  660,  485, 65:02,  -70,  -70,    0
  661,  964, 65:02,  -72,  -71,    0
  662,  474, 65:02,  -69,  -70,    0
  663,  476, 65:02,  -75,  -72,    0
  664,  485, 65:02,  -85,  -80,    0
  665,  480, 65:02,  -76,  -80,    0
  666,  481, 65:02,  -85,  -80,    0
  667,  479, 65:02,  -81,  -83,    0
  668,  482, 65:02,  -77,  -79,    0
  669,  487, 65:02,  -79,  -78,    0
  670,  478, 65:02,  -85,  -82,    0
  671,  961, 65:02,  -80,  -82,    0
  672,  482, 65:02,  -84,  -82,    0
  673,  464, 65:02,  -88,  -86,    0
  674,  965, 65:02,  -88,  -88,    0
  675, 1437, 65:02,  -87,  -87,    0
  676,  971, 65:02,  -87,  -87,    0
  677,  470, 65:02,  -89,  -88,    0
  678, 2096, xx:xx, -120, -104,    0
  679,  305, 65:02,  -83, -101,    0
  680,  483, 65:02,  -88,  -85,    0
  681,  480, 65:02,  -92,  -90,    0
  682,  473, 65:02,  -91,  -91,    0
  683, 1448, 65:02,  -92,  -91,    0
  684,  953, 65:02,  -87,  -89,    0
  685,  522, 65:02,  -94,  -90,    0
  686,  954, 65:02,  -95,  -94,    0
  687, 2097, xx:xx, -120, -107,    0
  688,  271, 65:02,  -94, -107,    0
  689, 2101, xx:xx, -120, -107,    0
  690,  781, 65:02,  -98, -109,    0
  691,  517, 65:02,  -89,  -93,    0
  692,  436, 65:02,  -89,  -89,    0
  693,  965, 65:02,  -98,  -93,    0
  694, 1444, 65:02,  -92,  -95,    0
  695,  478, 65:02,  -92,  -92,    0
  696, 1436, 65:02,  -99,  -95,    0
  697,  964, 65:02, -101, -100,    0
  698, 2124, xx:xx, -120, -110,    0
  699,  275, 65:02,  -96, -108,    0
  700,  967, 65:02,  -99,  -97,    0
  701, 2107, xx:xx, -120, -109,    0
  702, 2102, xx:xx, -120, -120,    0
  703, 2099, xx:xx, -120, -120,    0
  704, 1365, 65:02,  -97, -108,    0
  705,  956, 65:02,  -96,  -96,    0
  706,  482, 65:02,  -96,  -96,    0
  707,  480, 65:02,  -97,  -96,    0
  708,  474, 65:02, -100,  -98,    0
  709,  487, 65:02,  -96,  -98,    0
  710, 1918, 65:02,  -92,  -94,    0
  711,  530, 65:02, -101,  -96,    0
  712,  434, 65:02,  -92,  -96,    0
  713, 1916, 65:02,  -97,  -94,    0
  714, 2109, xx:xx, -120, -108,    0
  715, 2104, xx:xx, -120, -120,    0
  716, 2104, xx:xx, -120, -120,    0
  717, 1839, 65:02,  -99, -109,    0
  718,  482, 65:02,  -98,  -98,    0
  719,  479, 65:02,  -99,  -98,    0
  720,  478, 65:02,  -94,  -96,    0
  721,  481, 65:02,  -97,  -95,    0
  722,  489, 65:02,  -91,  -94,    0
  723, 1438, 65:02,  -93,  -92,    0
  724,  481, 65:02,  -84,  -88,    0
  725,  476, 65:02,  -93,  -88,    0
  726,  998, 65:02,  -90,  -91,    0
  727,  439, 65:02,  -86,  -88,    0
  728,  963, 65:02,  -87,  -86,    0
  729, 1444, 65:02,  -90,  -88,    0
  730,  962, 65:02,  -93,  -91,    0
  731,  480, 65:02,  -88,  -90,    1
  732, 2183, xx:xx, -120, -104,    1
  733, 1652, 65:02,  -96, -108,    1
  734, 2108, xx:xx, -120, -108,    1
  735,  288, 65:02,  -94, -107,    1
  736,  964, 65:02,  -97,  -95,    1
  737, 2111, xx:xx, -120, -108,    1
  738,  291, 65:02,  -94, -107,    1
  739, 1436, 65:02,  -99,  -96,    1
  740,  965, 65:02,  -97,  -98,    1
  741,  480, 65:02,  -92,  -94,    1
  742, 2102, xx:xx, -120, -106,    1
  743,  294, 65:02,  -88, -104,    1
  744,  956, 65:02,  -96,  -92,    1
  745,  493, 65:02,  -91,  -93,    1
  746,  949, 65:02,  -92,  -91,    1
  747,  958, 65:02,  -94,  -93,    1
  748,  482, 65:02,  -98,  -96,    1
  749,  963, 65:02,  -98,  -98,    1
  750,  958, 65:02,  -99,  -98,    1
  751,  479, 65:02, -100,  -99,    1
  752, 1458, 65:02,  -99,  -99,    1
  753,  941, 65:02,  -97,  -98,    1
  754, 2141, xx:xx, -120, -108,    1
  755, 2089, xx:xx, -120, -120,    1
  756, 2013, 65:02,  -95, -107,    1
  757, 1441, 65:02,  -98,  -96,    1
  758, 1444, 65:02,  -92,  -95,    1
  759,  964, 65:02, -101,  -96,    1
  760, 1437, 65:02,  -98,  -99,    1
  761, 1919, 65:02,  -91,  -94,    1
  762,  480, 65:02,  -91,  -91,    1
  763,  479, 65:02, -102,  -96,    1
  764, 1932, 65:02,  -98, -100,    1
  765, 1436, 65:02,  -94,  -96,    1
  766,  469, 65:02,  -96,  -95,    1
  767,  961, 65:02,  -92,  -94,    1
  768, 1437, 65:02,  -95,  -93,    1
  769,  480, 65:02,  -91,  -93,    1
  770,  482, 65:02,  -94,  -92,    1
  771,  486, 65:02,  -98,  -96,    1
  772,  470, 65:02,  -96,  -97,    1
  773,  486, 65:02,  -95,  -95,    1
  774, 1948, 65:02,  -95,  -95,    1
  775,  472, 65:02,  -96,  -95,    1
  776, 1421, 65:02,  -98,  -97,    1
  777,  486, 65:02,  -99,  -98,    2
  778,  953, 65:02,  -87,  -93,    2
  779,  963, 65:02,  -86,  -86,    2
  780,  952, 65:02,  -86,  -86,    2
  781,  498, 65:02,  -95,  -90,    2
  782,  469, 65:02,  -95,  -95,    2
  783,  480, 65:02,  -99,  -97,    2
  784,  960, 65:02,  -80,  -89,    2
  785,  473, 65:02,  -93,  -86,    2
  786,  488, 65:02,  -86,  -89,    2
  787,  480, 65:02,  -81,  -83,    2
  788,  957, 65:02,  -85,  -83,    2
  789,  486, 65:02,  -84,  -84,    2
  790,  475, 65:02,  -83,  -83,    2
  791,  480, 65:02,  -82,  -82,    2
  792,  493, 65:02,  -76,  -79,    2
  793,  481, 65:02,  -81,  -78,    2
  794, 1425, 65:02,  -81,  -81,    2
  795,  476, 65:02,  -87,  -84,    2
  796,  498, 65:02,  -80,  -83,    2
  797,  941, 65:02,  -87,  -83,    2
  798,  480, 65:02,  -82,  -84,    2
  799,  480, 65:02,  -82,  -82,    2
  800,  484, 65:02,  -84,  -83,    2
  801,  484, 65:02,  -84,  -84,    2
  802,  477, 65:02,  -80,  -82,    2
  803,  482, 65:02,  -83,  -81,    2
  804,  973, 65:02,  -84,  -83,    2
  805,  466, 65:02,  -85,  -84,    2
  806,  472, 65:02,  -84,  -84,    2
  807,  482, 65:02,  -85,  -84,    2
  808,  480, 65:02,  -84,  -84,    2
  809,  492, 65:02,  -83,  -83,    2
  810,  474, 65:02,  -86,  -84,    2
  811,  479, 65:02,  -83,  -84,    2
  812,  485, 65:02,  -83,  -83,    2
  813,  486, 65:02,  -85,  -84,    2
  814,  471, 65:02,  -85,  -85,    2
  815,  481, 65:02,  -92,  -88,    2
  816,  471, 65:02,  -84,  -88,    2
  817,  488, 65:02,  -83,  -83,    2
  818,  498, 65:02,  -79,  -81,    2
  819,  943, 65:02,  -81,  -80,    2
  820,  955, 65:02,  -79,  -80,    2
  821,  961, 65:02,  -77,  -78,    2
  822,  504, 65:02,  -77,  -77,    2
  823,  455, 65:02,  -76,  -76,    2
  824,  509, 65:02,  -78,  -77,    2
  825,  459, 65:02,  -79,  -78,    2
  826,  951, 65:02,  -78,  -78,    2
  827,  483, 65:02,  -80,  -79,    2
  828,  504, 65:02,  -79,  -79,    2
  829,  478, 65:02,  -78,  -78,    2
  830,  464, 65:02,  -78,  -78,    2
  831,  505, 65:02,  -78,  -78,    2
  832,  451, 65:02,  -77,  -77,    2
  833,  984, 65:02,  -78,  -77,    2
  834,  458, 65:02,  -76,  -77,    2
  835,  473, 65:02,  -77,  -76,    2
  836,  479, 65:02,  -77,  -77,    2
  837,  479, 65:02,  -82,  -79,    2
  838,  967, 65:02,  -80,  -81,    2
  839,  984, 65:02,  -80,  -80,    2
  840, 1414, 65:02,  -78,  -79,    2
  841,  961, 65:02,  -80,  -79,    2
  842,  475, 65:02,  -79,  -79,    2
  843,  501, 65:02,  -79,  -79,    2
  844,  949, 65:02,  -81,  -80,    2
  845, 1011, 65:02,  -82,  -81,    2
  846,  428, 65:02,  -90,  -86,    2
  847,  983, 65:02,  -81,  -85,    2
  848,  965, 65:02,  -80,  -80,    2
  849,  447, 65:02,  -89,  -84,    2
  850,  484, 65:02,  -81,  -85,    2
  851,  478, 65:02,  -97,  -89,    2
  852,  473, 65:02,  -80,  -88,    2
  853,  493, 65:02,  -84,  -82,    2
  854,  470, 65:02,  -76,  -80,    2
  855,  483, 65:02,  -77,  -76,    2
  856,  478, 65:02,  -76,  -76,    2
  857,  480, 65:02,  -84,  -80,    2
  858,  476, 65:02,  -80,  -82,    2
  859,  499, 65:02,  -73,  -76,    2
  860,  947, 65:02,  -84,  -78,    2
  861,  958, 65:02,  -70,  -77,    2
  862,  479, 65:02,  -72,  -71,    2
  863,  485, 65:02,  -72,  -72,    2
  864,  473, 65:02,  -79,  -75,    2
  865,  481, 65:02,  -93,  -86,    2
  866,  479, 65:02,  -99,  -96,    2
  867,  964, 65:02,  -92,  -95,    2
  868,  492, 65:02,  -96,  -94,    2
  869,  464, 65:02,  -83,  -89,    2
  870,  485, 65:02,  -84,  -83,    2
  871,  479, 65:02,  -82,  -83,    2
  872,  478, 65:02,  -85,  -83,    2
  873,  477, 65:02,  -76,  -80,    2
  874,  485, 65:02,  -85,  -80,    2
  875,  483, 65:02,  -81,  -83,    2
  876,  954, 65:02,  -84,  -82,    2
  877,  515, 65:02,  -84,  -84,    2
  878,  446, 65:02,  -86,  -85,    2
  879,  480, 65:02,  -79,  -82,    2
  880,  503, 65:02,  -91,  -85,    2
  881,  454, 65:02,  -71,  -81,    2
  882,  489, 65:02,  -72,  -71,    2
  883,  470, 65:02,  -72,  -72,    2
  884,  487, 65:02,  -80,  -76,    2
  885,  481, 65:02,  -79,  -79,    2
  886,  473, 65:02,  -81,  -80,    2
  887,  480, 65:02,  -77,  -79,    2
  888,  480, 65:02,  -85,  -81,    2
  889,  481, 65:02,  -87,  -86,    2
  890,  479, 65:02,  -85,  -86,    2
  891,  487, 65:02,  -78,  -81,    2
  892,  479, 65:02,  -76,  -77,    2
  893,  963, 65:02,  -65,  -70,    2
  894,  486, 65:02,  -67,  -66,    2
  895,  468, 65:02,  -57,  -62,    3
  896,  482, 65:02,  -63,  -60,    3
  897,  479, 65:02,  -63,  -63,    3
  898,  482, 65:02,  -54,  -58,    3
  899,  481, 65:02,  -51,  -52,    3
  900,  957, 65:02,  -52,  -51,    3
  901,  474, 65:02,  -54,  -53,    3
  902,  483, 65:02,  -54,  -54,    3
  903,  483, 65:02,  -54,  -54,    3
  904,  495, 65:02,  -51,  -52,    3
  905,  459, 65:02,  -47,  -49,    3
  906,  493, 65:02,  -61,  -54,    3
  907,  465, 65:02,  -64,  -62,    3
